round,index,qtime_ms,wall_ms,numFound,error
6,64,56,73,63297,
6,65,85,104,51843,
6,66,102,124,86530,
6,67,67,88,63383,
6,68,63,85,42030,
6,69,58,79,42298,
6,70,66,88,25899,
6,71,95,120,57765,
6,72,70,93,51754,
6,73,101,118,87089,
6,74,71,90,51565,
6,75,75,96,51619,
6,76,58,83,63326,
6,77,84,103,86372,
6,78,63,84,63049,
6,79,72,90,77742,
6,80,115,144,86435,
6,81,86,106,77752,
6,82,71,91,25826,
6,83,61,81,42221,
6,84,79,97,51431,
6,85,93,119,29001,
6,86,107,127,86468,
6,87,98,119,57241,
6,88,75,99,51909,
6,89,77,95,77543,
6,90,50,67,21040,
6,91,55,74,21065,
6,92,54,73,21128,
6,93,89,107,28604,
6,94,96,114,28623,
6,95,68,86,63113,
6,96,52,72,41984,
6,97,100,117,78106,
6,98,93,110,57505,
6,99,87,104,57489,
7,0,238,282,57627,
7,1,229,273,26261,
7,2,219,263,77899,
7,3,206,250,63418,
7,4,100,116,58064,
7,5,91,108,77397,
7,6,55,73,41923,
7,7,57,73,42084,
7,8,77,95,25734,
7,9,107,126,86343,
7,10,66,87,63157,
7,11,92,118,28914,
7,12,89,111,29105,
7,13,77,99,77973,
7,14,68,90,25721,
7,15,101,122,86291,
7,16,52,70,42202,
7,17,76,95,77383,
7,18,112,131,86605,
7,19,73,99,51970,
7,20,57,79,21028,
7,21,75,97,25835,
7,22,79,98,78228,
7,23,57,78,42251,
7,24,94,118,28959,
7,25,101,121,86432,
7,26,90,114,28668,
7,27,87,108,86234,
7,28,88,107,51616,
7,29,70,96,51894,
7,30,52,71,42103,
7,31,70,88,77766,
7,32,111,189,57662,
7,33,76,126,25973,
7,34,108,156,28790,
7,35,68,88,62970,
7,36,111,131,86039,
7,37,68,87,63210,
7,38,62,86,20837,
7,39,103,124,86166,
7,40,64,86,21246,
7,41,109,129,86324,
7,42,43,64,42382,
7,43,78,99,26082,
7,44,79,101,77874,
7,45,107,126,57795,
7,46,116,135,86598,
7,47,93,117,77596,
7,48,106,131,57683,
7,49,78,97,25797,
7,50,61,79,63638,
7,51,101,120,86390,
7,52,76,98,51970,
7,53,70,88,63101,
7,54,73,90,52118,
7,55,78,101,26098,
7,56,98,122,86536,
7,57,100,123,86424,
7,58,105,131,57558,
7,59,101,120,28808,
